#{"t_start": 1756742815.8052583, "env_id": "None"}
r,l,t
49.491779,2,118.978296
48.734202,3,119.098423
48.0,2,119.195487
49.0,1,119.285022
49.35383,4,119.37581
53.644928,4,119.468323
52.262427,11,119.573962
49.0,1,119.668479
62.118471,10,119.779989
53.568104,10,119.881161
52.178155,2,119.981742
48.961043,4,120.088644
48.912274,5,120.213732
51.887787,5,120.331946
63.218154,12,120.459597
50.29113,4,120.56186
53.159132,8,120.669048
53.35628,3,120.771041
49.008141,8,120.873127
49.0,1,120.968642
48.0,2,121.065242
54.98595,6,121.164429
48.57848,5,121.269719
48.123272,6,121.368913
47.0,3,121.458334
50.746706,8,121.567128
49.587668,5,121.659507
47.435685,13,121.765302
49.802363,8,121.865529
48.701109,4,121.963889
47.624006,4,122.066711
49.0,1,122.167316
49.342787,7,122.27745
49.498233,3,122.374678
49.0,1,122.474774
51.15696,6,122.576328
49.0,1,122.671684
53.788379,4,122.774962
49.0,1,122.865611
64.142087,19,122.981465
50.47887,2,123.076424
52.120083,3,123.172016
48.0,2,123.266803
49.354169,2,123.358736
50.954146,7,123.468387
49.0,1,123.571485
50.0,2,123.673977
52.680307,3,123.787577
78.002761,17,123.92798
50.0,1,124.020895
48.77532,2,124.109957
58.684608,8,124.207563
49.031829,7,124.319922
55.320425,6,124.43869
48.848591,3,124.535282
50.541588,11,124.644742
49.078705,10,124.752713
50.0,2,124.850598
48.837993,5,124.95514
50.455226,5,125.053165
60.775911,9,125.170833
49.165639,3,125.276799
50.075193,8,125.384685
50.0,1,125.488292
50.0,3,125.598445
51.263269,7,125.700181
55.543327,8,125.802157
49.743098,6,125.916009
55.523913,9,126.026623
50.0,2,126.125909
63.160518,9,126.242312
51.935755,7,126.341264
52.423544,8,126.449479
49.765097,6,126.566316
56.903986,6,126.679512
47.008598,5,126.779053
48.003952,5,126.890535
49.0,1,126.993463
52.303838,10,127.09183
52.884407,4,127.193685
48.952412,5,127.305151
49.459456,3,127.406576
47.71706,4,127.632796
46.665805,5,127.738528
50.041633,5,127.837683
60.07838,7,127.953578
48.0,2,128.054326
50.0,1,128.145825
60.737944,9,128.272671
53.35628,5,128.393689
54.38707,5,128.496303
47.0,3,128.58534
63.250442,11,128.695159
67.850152,11,128.792993
52.051269,3,128.895427
51.041633,4,128.999223
49.404936,2,129.110529
49.624989,2,129.219463
49.0,1,129.317727
47.0,3,129.411207
61.331111,9,129.513941
56.203228,4,129.611613
53.936808,4,129.698702
50.0,1,129.781672
57.020591,7,129.880674
47.0,3,129.974547
50.468373,5,130.069407
53.979362,4,130.1628
51.633665,6,130.254688
52.399201,4,130.361413
47.0,3,130.453713
47.248155,5,130.543557
49.929013,10,130.649763
50.0,3,130.758602
51.33913,3,130.858122
50.634226,5,130.953007
48.630117,3,131.055575
50.0,1,131.151676
48.635039,3,131.255575
47.884876,4,131.353607
47.926991,5,131.452357
48.0,2,131.544718
51.811594,3,131.630213
47.292882,6,131.719612
61.488613,8,131.812411
49.0,1,131.916885
46.030842,7,132.013405
46.480348,8,132.103602
65.815509,12,132.20387
48.215971,3,132.293213
47.80423,4,132.379682
49.075969,3,132.482581
49.344317,2,132.588997
49.0,1,132.674834
49.0,1,132.772949
52.148769,3,132.862548
48.560322,5,132.947004
50.193762,12,133.056278
50.041422,2,133.141473
50.0,1,133.242281
52.063437,7,133.348011
46.979038,5,133.447588
